結構類型,站間里程,連續里程,備註,座標N值,座標E值,高程_m
高架路段,3+760.0,93+059.231,,2774757.513,279516.339,61.878
高架路段,3+770.0,93+069.231,,2774758.222,279506.364,61.684
高架路段,3+780.0,93+079.231,,2774758.931,279496.389,61.490
高架路段,3+790.0,93+089.231,,2774759.638,279486.414,61.301
高架路段,3+800.0,93+099.231,,2774760.333,279476.438,61.113
高架路段,3+810.0,93+109.231,,2774760.996,279466.460,60.926
高架路段,3+820.0,93+119.231,,2774761.610,279456.479,60.738
高架路段,3+830.0,93+129.231,,2774762.158,279446.494,60.551
高架路段,3+840.0,93+139.231,,2774762.621,279436.505,60.363
高架路段,3+850.0,93+149.231,,2774762.982,279426.512,60.176
高架路段,3+860.0,93+159.231,,2774763.224,279416.515,60.388
高架路段,3+870.0,93+169.231,,2774763.341,279406.515,60.185
高架路段,3+880.0,93+179.231,,2774763.332,279396.516,59.969
高架路段,3+890.0,93+189.231,,2774763.199,279386.516,59.739
高架路段,3+900.0,93+199.231,,2774762.941,279376.520,59.497
高架路段,3+910.0,93+209.231,,2774762.558,279366.527,59.241
高架路段,3+920.0,93+219.231,,2774762.050,279356.540,58.568
高架路段,3+930.0,93+229.231,,2774761.421,279346.560,58.289
高架路段,3+940.0,93+239.231,,2774760.686,279336.587,58.010
高架路段,3+950.0,93+249.231,,2774759.863,279326.621,57.731
高架路段,3+960.0,93+259.231,,2774758.970,279316.661,57.452
高架路段,3+970.0,93+269.231,,2774758.025,279306.706,57.173
高架路段,3+980.0,93+279.231,,2774757.046,279296.754,56.894
高架路段,3+990.0,93+289.231,,2774756.050,279286.804,56.616
高架路段,4+000.0,93+299.231,,2774755.052,279276.854,56.343
高架路段,4+010.0,93+309.231,,2774754.053,279266.904,56.071
高架路段,4+020.0,93+319.231,,2774753.055,279256.953,55.798
高架路段,4+030.0,93+329.231,,2774752.057,279247.003,55.528
高架路段,4+040.0,93+339.231,,2774751.066,279237.053,55.263
高架路段,4+050.0,93+349.231,,2774750.106,279227.099,55.001
高架路段,4+060.0,93+359.231,,2774749.199,279217.140,54.766
高架路段,4+070.0,93+369.231,,2774748.369,279207.175,54.566
高架路段,4+080.0,93+379.231,,2774747.641,279197.201,54.400
高架路段,4+090.0,93+389.231,,2774747.037,279187.220,54.671
高架路段,4+100.0,93+399.231,,2774746.574,279177.230,54.565
高架路段,4+110.0,93+409.231,,2774746.255,279167.236,54.494
高架路段,4+120.0,93+419.231,,2774746.077,279157.237,54.047
高架路段,4+130.0,93+429.231,,2774746.028,279147.237,54.033
高架路段,4+140.0,93+439.231,,2774746.084,279137.238,54.026
高架路段,4+150.0,93+449.231,,2774746.221,279127.239,54.018
高架路段,4+160.0,93+459.231,,2774746.416,279117.240,54.011
高架路段,4+170.0,93+469.231,,2774746.645,279107.243,54.003
高架路段,4+180.0,93+479.231,,2774746.885,279097.246,54.000
高架路段,4+190.0,93+489.231,,2774747.125,279087.249,54.000
高架路段,4+200.0,93+499.231,,2774747.364,279077.252,54.000
高架路段,4+210.0,93+509.231,,2774747.604,279067.255,54.000
高架路段,4+220.0,93+519.231,,2774747.844,279057.257,54.000
高架路段,4+230.0,93+529.231,,2774748.084,279047.260,54.000
高架路段,4+240.0,93+539.231,,2774748.324,279037.263,54.000
高架路段,4+250.0,93+549.231,,2774748.564,279027.266,54.000
高架路段,4+260.0,93+559.231,,2774748.803,279017.269,54.000
高架路段,4+270.0,93+569.231,,2774749.043,279007.272,54.000
高架路段,4+280.0,93+579.231,,2774749.283,278997.275,54.000
高架路段,4+290.0,93+589.231,,2774749.523,278987.278,54.000
高架路段,4+300.0,93+599.231,,2774749.763,278977.280,54.000
高架路段,4+310.0,93+609.231,,2774750.003,278967.283,54.000
高架路段,4+320.0,93+619.231,,2774750.242,278957.286,54.000
高架路段,4+330.0,93+629.231,,2774750.482,278947.289,54.000
高架路段,4+340.0,93+639.231,,2774750.722,278937.292,54.000
高架路段,4+350.0,93+649.231,,2774750.962,278927.295,54.000
高架路段,4+360.0,93+659.231,,2774751.202,278917.298,54.000
高架路段,4+370.0,93+669.231,,2774751.441,278907.301,54.000
高架路段,4+380.0,93+679.231,,2774751.681,278897.303,54.000
高架路段,4+390.0,93+689.231,,2774751.921,278887.306,54.000
高架路段,4+400.0,93+699.231,,2774752.161,278877.309,54.000
高架路段,4+410.0,93+709.231,,2774752.401,278867.312,54.000
高架路段,4+420.0,93+719.231,,2774752.641,278857.315,54.000
高架路段,4+430.0,93+729.231,,2774752.880,278847.318,54.000
高架路段,4+440.0,93+739.231,,2774753.120,278837.321,54.000
高架路段,4+450.0,93+749.231,,2774753.360,278827.324,54.000
高架路段,4+460.0,93+759.231,,2774753.600,278817.326,54.000
高架路段,4+470.0,93+769.231,,2774753.840,278807.329,54.000
高架路段,4+480.0,93+779.231,,2774754.080,278797.332,54.000
高架路段,4+490.0,93+789.231,,2774754.319,278787.335,54.000
高架路段,4+500.0,93+799.231,,2774754.559,278777.338,54.000
高架路段,4+510.0,93+809.231,,2774754.799,278767.341,54.000
高架路段,4+520.0,93+819.231,,2774755.039,278757.344,54.000
高架路段,4+530.0,93+829.231,,2774755.279,278747.347,54.000
高架路段,4+540.0,93+839.231,,2774755.519,278737.349,54.000
高架車站,0+000.0,93+848.794,A10(山鼻站),2774755.748,278727.789,54.000
高架路段,0+010.0,93+858.794,,2774755.988,278717.791,54.000
高架路段,0+020.0,93+868.794,,2774756.228,278707.794,54.000
高架路段,0+030.0,93+878.794,,2774756.467,278697.797,54.000
高架路段,0+040.0,93+888.794,,2774756.707,278687.800,54.000
高架路段,0+050.0,93+898.794,,2774756.947,278677.803,54.000
高架路段,0+060.0,93+908.794,,2774757.187,278667.806,54.000
高架路段,0+070.0,93+918.794,,2774757.427,278657.809,54.000
高架路段,0+080.0,93+928.794,,2774757.666,278647.812,54.000
高架路段,0+090.0,93+938.794,,2774757.906,278637.814,54.000
高架路段,0+100.0,93+948.794,,2774758.146,278627.817,54.000
高架路段,0+110.0,93+958.794,,2774758.386,278617.820,54.000
高架路段,0+120.0,93+968.794,,2774758.626,278607.823,54.000
高架路段,0+130.0,93+978.794,,2774758.866,278597.826,54.000
高架路段,0+140.0,93+988.794,,2774759.105,278587.829,54.000
高架路段,0+150.0,93+998.794,,2774759.345,278577.832,54.000
高架路段,0+160.0,94+008.794,,2774759.585,278567.835,54.000
高架路段,0+170.0,94+018.794,,2774759.825,278557.837,54.000
高架路段,0+180.0,94+028.794,,2774760.065,278547.840,54.000
高架路段,0+190.0,94+038.794,,2774760.305,278537.843,54.000
高架路段,0+200.0,94+048.794,,2774760.544,278527.846,54.000
高架路段,0+210.0,94+058.794,,2774760.784,278517.849,54.000
高架路段,0+220.0,94+068.794,,2774761.024,278507.852,54.000
高架路段,0+230.0,94+078.794,,2774761.264,278497.855,53.985
高架路段,0+240.0,94+088.794,,2774761.504,278487.858,53.941
高架路段,0+250.0,94+098.794,,2774761.744,278477.860,53.867
高架路段,0+260.0,94+108.794,,2774761.983,278467.863,53.763
高架路段,0+270.0,94+118.794,,2774762.223,278457.866,53.629
高架路段,0+280.0,94+128.794,,2774762.463,278447.869,53.466
高架路段,0+290.0,94+138.794,,2774762.703,278437.872,53.289
高架路段,0+300.0,94+148.794,,2774762.943,278427.875,53.111
高架路段,0+310.0,94+158.794,,2774763.182,278417.878,52.933
高架路段,0+320.0,94+168.794,,2774763.422,278407.881,52.755
高架路段,0+330.0,94+178.794,,2774763.666,278397.883,52.586
高架路段,0+340.0,94+188.794,,2774763.932,278387.887,52.417
高架路段,0+350.0,94+198.794,,2774764.248,278377.892,52.248
高架路段,0+360.0,94+208.794,,2774764.637,278367.900,52.079
高架路段,0+370.0,94+218.794,,2774765.124,278357.912,51.910
高架路段,0+380.0,94+228.794,,2774765.731,278347.930,51.733
高架路段,0+390.0,94+238.794,,2774766.463,278337.957,51.555
高架路段,0+400.0,94+248.794,,2774767.320,278327.994,51.377
高架路段,0+410.0,94+258.794,,2774768.301,278318.042,51.199
高架路段,0+420.0,94+268.794,,2774769.406,278308.103,51.021
高架路段,0+430.0,94+278.794,,2774770.636,278298.179,50.843
高架路段,0+440.0,94+288.794,,2774771.989,278288.271,50.666
高架路段,0+450.0,94+298.794,,2774773.466,278278.381,50.488
高架路段,0+460.0,94+308.794,,2774775.067,278268.510,50.310
高架路段,0+470.0,94+318.794,,2774776.791,278258.660,50.132
高架路段,0+480.0,94+328.794,,2774778.638,278248.832,49.954
高架路段,0+490.0,94+338.794,,2774780.607,278239.028,49.776
高架路段,0+500.0,94+348.794,,2774782.699,278229.249,49.598
高架路段,0+510.0,94+358.794,,2774784.913,278219.498,49.420
高架路段,0+520.0,94+368.794,,2774787.249,278209.774,49.243
高架路段,0+530.0,94+378.794,,2774789.706,278200.081,49.065
高架路段,0+540.0,94+388.794,,2774792.285,278190.419,48.887
高架路段,0+550.0,94+398.794,,2774794.983,278180.790,48.709
高架路段,0+560.0,94+408.794,,2774797.802,278171.196,48.531
高架路段,0+570.0,94+418.794,,2774800.741,278161.637,48.350
高架路段,0+580.0,94+428.794,,2774803.789,278152.113,48.163
高架路段,0+590.0,94+438.794,,2774806.924,278142.617,47.976
高架路段,0+600.0,94+448.794,,2774810.121,278133.142,47.790
高架路段,0+610.0,94+458.794,,2774813.358,278123.681,47.603
高架路段,0+620.0,94+468.794,,2774816.610,278114.224,47.419
高架路段,0+630.0,94+478.794,,2774819.864,278104.768,47.241
高架路段,0+640.0,94+488.794,,2774823.117,278095.312,47.063
高架路段,0+650.0,94+498.794,,2774826.370,278085.856,46.885
高架路段,0+660.0,94+508.794,,2774829.623,278076.400,46.708
高架路段,0+670.0,94+518.794,,2774832.877,278066.944,46.530
高架路段,0+680.0,94+528.794,,2774836.130,278057.488,46.352
高架路段,0+690.0,94+538.794,,2774839.383,278048.032,46.174
高架路段,0+700.0,94+548.794,,2774842.636,278038.576,45.996
高架路段,0+710.0,94+558.794,,2774845.890,278029.120,45.818
高架路段,0+720.0,94+568.794,,2774849.143,278019.664,45.640
高架路段,0+730.0,94+578.794,,2774852.396,278010.208,45.464
高架路段,0+740.0,94+588.794,,2774855.650,278000.752,45.298
高架路段,0+750.0,94+598.794,,2774858.903,277991.296,45.145
高架路段,0+760.0,94+608.794,,2774862.156,277981.840,45.006
高架路段,0+770.0,94+618.794,,2774865.409,277972.384,44.880
高架路段,0+780.0,94+628.794,,2774868.663,277962.928,44.768
高架路段,0+790.0,94+638.794,,2774871.916,277953.472,44.668
高架路段,0+800.0,94+648.794,,2774875.169,277944.016,44.571
高架路段,0+810.0,94+658.794,,2774878.422,277934.560,44.473
高架路段,0+820.0,94+668.794,,2774881.676,277925.104,44.375
高架路段,0+830.0,94+678.794,,2774884.929,277915.648,44.278
高架路段,0+840.0,94+688.794,,2774888.182,277906.192,44.180
高架路段,0+850.0,94+698.794,,2774891.436,277896.736,44.083
高架路段,0+860.0,94+708.794,,2774894.689,277887.280,43.985
高架路段,0+870.0,94+718.794,,2774897.942,277877.824,43.887
高架路段,0+880.0,94+728.794,,2774901.195,277868.368,43.790
高架路段,0+890.0,94+738.794,,2774904.449,277858.912,43.692
高架路段,0+900.0,94+748.794,,2774907.702,277849.456,43.595
高架路段,0+910.0,94+758.794,,2774910.955,277840.000,43.497
高架路段,0+920.0,94+768.794,,2774914.209,277830.544,43.399
高架路段,0+930.0,94+778.794,,2774917.462,277821.088,43.302
高架路段,0+940.0,94+788.794,,2774920.715,277811.632,43.204
高架路段,0+950.0,94+798.794,,2774923.968,277802.176,43.107
高架路段,0+960.0,94+808.794,,2774927.222,277792.720,43.009
高架路段,0+970.0,94+818.794,,2774930.475,277783.264,42.911
高架路段,0+980.0,94+828.794,,2774933.728,277773.808,42.814
高架路段,0+990.0,94+838.794,,2774936.981,277764.352,42.716
高架路段,1+000.0,94+848.794,,2774940.235,277754.896,42.619
高架路段,1+010.0,94+858.794,,2774943.488,277745.440,42.521
高架路段,1+020.0,94+868.794,,2774946.741,277735.984,42.423
高架路段,1+030.0,94+878.794,,2774949.995,277726.528,42.326
高架路段,1+040.0,94+888.794,,2774953.248,277717.072,42.228
高架路段,1+050.0,94+898.794,,2774956.501,277707.616,42.131
高架路段,1+060.0,94+908.794,,2774959.754,277698.160,42.033
高架路段,1+070.0,94+918.794,,2774963.008,277688.704,41.935
高架路段,1+080.0,94+928.794,,2774966.261,277679.248,41.838
高架路段,1+090.0,94+938.794,,2774969.514,277669.792,41.740
高架路段,1+100.0,94+948.794,,2774972.767,277660.336,41.643
高架路段,1+110.0,94+958.794,,2774976.021,277650.880,41.545
高架路段,1+120.0,94+968.794,,2774979.274,277641.424,41.447
高架路段,1+130.0,94+978.794,,2774982.527,277631.968,41.350
高架路段,1+140.0,94+988.794,,2774985.781,277622.512,41.252
高架路段,1+150.0,94+998.794,,2774989.034,277613.056,41.155
高架路段,1+160.0,95+008.794,,2774992.287,277603.600,41.057
高架路段,1+170.0,95+018.794,,2774995.540,277594.144,40.959
高架路段,1+180.0,95+028.794,,2774998.795,277584.688,40.866
高架路段,1+190.0,95+038.794,,2775002.067,277575.239,40.775
高架路段,1+200.0,95+048.794,,2775005.379,277565.803,40.683
高架路段,1+210.0,95+058.794,,2775008.753,277556.389,40.591
高架路段,1+220.0,95+068.794,,2775012.210,277547.006,40.499
高架路段,1+230.0,95+078.794,,2775015.774,277537.663,40.407
高架路段,1+240.0,95+088.794,,2775019.464,277528.368,40.311
高架路段,1+250.0,95+098.794,,2775023.286,277519.128,40.214
高架路段,1+260.0,95+108.794,,2775027.240,277509.943,40.116
高架路段,1+270.0,95+118.794,,2775031.325,277500.815,40.018
高架路段,1+280.0,95+128.794,,2775035.539,277491.747,39.921
高架路段,1+290.0,95+138.794,,2775039.883,277482.740,39.823
高架路段,1+300.0,95+148.794,,2775044.355,277473.795,39.723
高架路段,1+310.0,95+158.794,,2775048.944,277464.910,39.620
高架路段,1+320.0,95+168.794,,2775053.630,277456.076,39.516
高架路段,1+330.0,95+178.794,,2775058.390,277447.282,39.413
高架路段,1+340.0,95+188.794,,2775063.204,277438.517,39.309
高架路段,1+350.0,95+198.794,,2775068.050,277429.770,39.206
高架路段,1+360.0,95+208.794,,2775072.909,277421.029,39.105
高架路段,1+370.0,95+218.794,,2775077.768,277412.289,39.008
高架路段,1+380.0,95+228.794,,2775082.627,277403.549,38.910
高架路段,1+390.0,95+238.794,,2775087.486,277394.809,38.812
高架路段,1+400.0,95+248.794,,2775092.345,277386.069,38.720
高架路段,1+410.0,95+258.794,,2775097.205,277377.329,38.643
高架路段,1+420.0,95+268.794,,2775102.064,277368.589,38.583
高架路段,1+430.0,95+278.794,,2775106.923,277359.849,38.539
高架路段,1+440.0,95+288.794,,2775111.782,277351.109,38.512
高架路段,1+450.0,95+298.794,,2775116.641,277342.369,38.500
高架路段,1+460.0,95+308.794,,2775121.501,277333.629,38.500
高架路段,1+470.0,95+318.794,,2775126.360,277324.889,38.500
高架路段,1+480.0,95+328.794,,2775131.219,277316.149,38.500
高架路段,1+490.0,95+338.794,,2775136.078,277307.409,38.500
高架路段,1+500.0,95+348.794,,2775140.937,277298.669,38.500
高架路段,1+510.0,95+358.794,,2775145.796,277289.929,38.500
高架路段,1+520.0,95+368.794,,2775150.656,277281.189,38.500
高架路段,1+530.0,95+378.794,,2775155.515,277272.449,38.500
高架路段,1+540.0,95+388.794,,2775160.374,277263.708,38.500
高架路段,1+550.0,95+398.794,,2775165.233,277254.968,38.500
高架路段,1+560.0,95+408.794,,2775170.092,277246.228,38.500
高架路段,1+570.0,95+418.794,,2775174.951,277237.488,38.500
高架路段,1+580.0,95+428.794,,2775179.811,277228.748,38.500
高架路段,1+590.0,95+438.794,,2775184.670,277220.008,38.500
高架路段,1+600.0,95+448.794,,2775189.529,277211.268,38.500
高架路段,1+610.0,95+458.794,,2775194.388,277202.528,38.500
高架路段,1+620.0,95+468.794,,2775199.247,277193.788,38.500
高架路段,1+630.0,95+478.794,,2775204.106,277185.048,38.500
高架路段,1+640.0,95+488.794,,2775208.966,277176.308,38.500
高架路段,1+650.0,95+498.794,,2775213.825,277167.568,38.500
高架路段,1+660.0,95+508.794,,2775218.684,277158.828,38.500
高架路段,1+670.0,95+518.794,,2775223.543,277150.088,38.500
高架路段,1+680.0,95+528.794,,2775228.402,277141.348,38.500
高架路段,1+690.0,95+538.794,,2775233.261,277132.608,38.500
高架路段,1+700.0,95+548.794,,2775238.121,277123.868,38.500
高架路段,1+710.0,95+558.794,,2775242.980,277115.128,38.500
高架路段,1+720.0,95+568.794,,2775247.839,277106.388,38.500
高架路段,1+730.0,95+578.794,,2775252.698,277097.648,38.500
高架路段,1+740.0,95+588.794,,2775257.557,277088.908,38.500
高架路段,1+750.0,95+598.794,,2775262.417,277080.167,38.500
高架路段,1+760.0,95+608.794,,2775267.276,277071.427,38.500
高架路段,1+770.0,95+618.794,,2775272.135,277062.687,38.500
高架路段,1+780.0,95+628.794,,2775276.994,277053.947,38.500
高架路段,1+790.0,95+638.794,,2775281.853,277045.207,38.500
高架路段,1+800.0,95+648.794,,2775286.712,277036.467,38.500
高架路段,1+810.0,95+658.794,,2775291.572,277027.727,38.500
高架路段,1+820.0,95+668.794,,2775296.431,277018.987,38.500
高架路段,1+830.0,95+678.794,,2775301.290,277010.247,38.500
高架路段,1+840.0,95+688.794,,2775306.149,277001.507,38.500
高架路段,1+850.0,95+698.794,,2775311.008,276992.767,38.500
高架路段,1+860.0,95+708.794,,2775315.867,276984.027,38.500
高架路段,1+870.0,95+718.794,,2775320.727,276975.287,38.500
高架路段,1+880.0,95+728.794,,2775325.586,276966.547,38.500
高架路段,1+890.0,95+738.794,,2775330.445,276957.807,38.500
高架路段,1+900.0,95+748.794,,2775335.304,276949.067,38.500
高架路段,1+910.0,95+758.794,,2775340.163,276940.327,38.500
高架路段,1+920.0,95+768.794,,2775345.022,276931.587,38.500
高架路段,1+930.0,95+778.794,,2775349.882,276922.847,38.500
高架路段,1+940.0,95+788.794,,2775354.741,276914.107,38.500
高架路段,1+950.0,95+798.794,,2775359.600,276905.367,38.500
高架路段,1+960.0,95+808.794,,2775364.459,276896.626,38.500
高架路段,1+970.0,95+818.794,,2775369.318,276887.886,38.500
高架車站,0+000.0,95+824.838,A11(坑口站),2775372.255,276882.604,38.500
高架路段,0+010.0,95+834.838,,2775377.114,276873.864,38.500
高架路段,0+020.0,95+844.838,,2775381.973,276865.124,38.500
高架路段,0+030.0,95+854.838,,2775386.833,276856.384,38.500
高架路段,0+040.0,95+864.838,,2775391.692,276847.644,38.500
高架路段,0+050.0,95+874.838,,2775396.551,276838.904,38.500
高架路段,0+060.0,95+884.838,,2775401.410,276830.164,38.500
高架路段,0+070.0,95+894.838,,2775406.269,276821.424,38.500
高架路段,0+080.0,95+904.838,,2775411.128,276812.684,38.500
高架路段,0+090.0,95+914.838,,2775415.988,276803.944,38.500
高架路段,0+100.0,95+924.838,,2775420.847,276795.204,38.500
高架路段,0+110.0,95+934.838,,2775425.706,276786.464,38.500
